step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud,transaction_id
922,C007656,80,F,99728,Store L,73566,Gifts,6837.52,1,c301ac2c-2538-4cc5-b50b-1c0ae11e3236
7115,C007657,21,F,53520,Store M,41913,Electronics,422.15,0,35afaddf-8acd-423a-a333-4f87637fcdd7
6575,C007658,57,M,39899,Store N,74270,Travel,9473.52,1,d4e743aa-744b-4607-9a4d-53c032a03bf3
8613,C007659,37,M,57802,Store O,43239,Utilities,876.72,0,8cf79fd2-4e64-4803-b730-198d53a07b61
5530,C007660,58,F,88107,Store P,74610,Utilities,512.15,0,12a69f54-cdc9-4897-9df1-efbc950ba36a
3810,C007661,71,M,10371,Store Q,63569,Groceries,581.74,0,843bd1e9-fea0-44e8-8799-99d0dcc31e20
1167,C007662,18,F,40193,Store R,86088,Clothing,242.94,0,1c1fcd98-b9be-4c26-8e6f-2afa200065d0
8732,C007663,62,F,70747,Store S,50584,Utilities,801.07,0,c98e316b-e991-40ed-a160-5e6b0fecd067
6269,C007664,43,M,90922,Store T,60296,Luxury,18951.52,1,ab1e381d-873e-4ecb-ab02-f4d4219a5d56
5332,C007665,51,F,24464,Store U,26482,Clothing,794.57,0,660a8c65-835e-4b60-bb6d-a6f596f9d7a6
5030,C007666,72,F,93323,Store V,76029,Clothing,497.93,0,530b9e82-6b6f-4f80-85ca-6c83e2f2bec0
1461,C007667,27,F,96522,Store W,12157,Groceries,836.74,0,627f95ad-f13c-4260-a35e-8176a342fb34
4688,C007668,40,F,59025,Store X,88663,Utilities,196.08,0,5d4363c0-1aca-407a-b0bc-075f6438f87f
5358,C007669,68,M,96593,Store Y,51465,Electronics,122.28,0,d8856e4f-a31b-4050-96f4-fb1477284eaa
4740,C007670,66,F,39872,Store Z,66064,Clothing,443.84,0,f9e7b09b-0c49-476b-a9ae-00cf452d481b
328,C007671,41,F,86248,Store A,88033,Clothing,189.72,0,a76d8e19-c4f4-498f-a6a3-39e404d01cf5
5239,C007672,30,F,74997,Store B,73221,Gifts,8887.41,1,143ce9ba-ca8c-4833-8a65-49343a129a2d
8544,C007673,46,M,92927,Store C,84088,Clothing,589.27,0,2ff7d224-22d6-449b-a109-831ac868f5c3
5133,C007674,75,M,10667,Store D,34491,Utilities,409.86,0,1365ba75-f5df-4c0e-96d9-52f08833ab82
4733,C007675,63,M,26325,Store E,91540,Electronics,867.22,0,c8f635e5-6463-433e-b772-f5f0be8c77d1
3909,C007676,44,F,76982,Store F,92452,Groceries,233.36,0,b08de53a-6711-4fb1-8ddf-f2dad901578c
5292,C007677,48,M,25890,Store G,64818,Jewelry,19951.86,1,1fb14745-9359-4628-be5d-de7f2849c8fe
8426,C007678,60,M,36483,Store H,91255,Utilities,365.8,0,7c87ac84-4215-473e-aa43-0f9647fdabee
3123,C007679,27,M,48085,Store I,52971,Utilities,520.25,0,90ac461c-d27d-4c74-a63f-c20d52fbc005
4877,C007680,48,F,51000,Store J,45125,Dining,141.01,0,83d90a92-6539-4728-8baf-797d2275589b
2729,C007681,56,M,23025,Store K,56831,Dining,583.51,0,b4a45226-c9b4-45fd-8159-0995d7d3803d
9125,C007682,27,M,39940,Store L,11969,Gifts,19419.27,1,52feb8aa-a308-430c-a01d-603d8a99b8e4
7996,C007683,41,M,98299,Store M,53307,Electronics,751.9,0,faf21ff4-5bea-4d78-a856-5894c561cc20
1824,C007684,50,F,34701,Store N,22628,Luxury,8660.82,1,597b0360-eba4-4718-b545-a1a8e6a22aa9
3501,C007685,31,F,92697,Store O,92554,Utilities,448.19,0,12e7d048-d9e8-485d-beb5-b336e065b095
4074,C007686,52,M,51795,Store P,12601,Groceries,431.18,0,6881efc8-3839-4eba-b668-bf171271849b
9053,C007687,62,M,23115,Store Q,25639,Dining,106.97,0,0a8476ba-2e29-4f34-944e-e01856becb66
1231,C007688,51,M,49038,Store R,35312,Dining,886.99,0,89554c7a-da51-4b00-9d5d-cb2137fe08c7
4396,C007689,34,F,66433,Store S,69780,Luxury,10721.84,1,8536ef7b-6307-4912-aafb-070c8565fed0
6052,C007690,38,F,56999,Store T,68552,Dining,499.32,0,304908e6-ab93-4e36-919a-cc15c3734d80
1477,C007691,49,M,84564,Store U,72786,Clothing,298.34,0,f861c33b-a24c-4a28-bc32-e92286e3766c
2024,C007692,20,F,51484,Store V,69402,Groceries,160.87,0,e3aa0496-3fbd-4b21-9792-a28500b4bffb
2597,C007693,75,M,17688,Store W,80794,Utilities,903.09,0,a7a9a574-6118-4df6-af69-876ad00776d0
7841,C007694,32,F,33255,Store X,45833,Groceries,47.02,0,6add0a32-76be-48a5-a1aa-e7da57543017
7122,C007695,25,M,89747,Store Y,71093,Clothing,405.88,0,fd84a3a6-ad31-4487-b9b6-f4b28b744703
2431,C007696,49,F,92088,Store Z,83402,Groceries,733.39,0,6b471d85-b437-421f-9e40-f18f33b1f43c
7955,C007697,55,M,56617,Store A,50021,Dining,315.77,0,b8a6a1e9-67b4-403b-a42c-054abc942d0a
6944,C007698,43,F,52108,Store B,40595,Utilities,451.57,0,5743ffb4-9323-4dec-8ed3-6316dd5d010d
534,C007699,47,M,51259,Store C,63478,Luxury,13467.16,1,73d5ec52-6e25-4277-b1cd-f5ddf2184e4c
1257,C007700,26,M,87049,Store D,15570,Jewelry,19926.22,1,7354a491-c5eb-4437-927e-35b5aa75440d
1658,C007701,74,M,80569,Store E,61189,Jewelry,16374.52,1,eb4b33b3-75a3-41a6-afc5-67bfd680c811
9345,C007702,49,M,76057,Store F,28569,Jewelry,19506.73,1,1f08a136-c87d-45bd-8ad1-201a410bf325
1753,C007703,28,F,88792,Store G,35572,Travel,15397.18,1,d26a08c7-45c6-4d7d-99f6-9376784ba21e
9876,C007704,39,M,36293,Store H,17505,Utilities,276.36,0,ac1ffa7b-08f2-4b59-97fb-2d06713c67f4
6714,C007705,51,F,40607,Store I,11179,Groceries,294.61,0,7ac51446-6ef6-4a23-97fe-f0b788f18767
2979,C007706,58,F,22793,Store J,96622,Luxury,17336.96,1,7eb0f91a-a28d-4423-b3cf-2656d6a5d89b
4333,C007707,35,M,46069,Store K,66087,Gifts,11415.7,1,3f7c662b-f293-4a94-a5ce-dad16573a1d2
3654,C007708,36,M,96079,Store L,85648,Luxury,10553.36,1,b510d784-31d8-46e1-acc5-66afe7ec25d2
3014,C007709,71,M,37213,Store M,37807,Groceries,945.64,0,9f336e82-8f23-4a6a-acb4-1eab73fe4085
8893,C007710,35,M,28663,Store N,24416,Jewelry,5198.5,1,7a017d10-5b00-4d37-a140-64b011e7a0a4
7653,C007711,54,F,52582,Store O,29128,Jewelry,12874.5,1,05d74547-d5f9-4dfc-b1c3-33a84485ce16
7101,C007712,35,F,74694,Store P,12260,Groceries,777.33,0,99d5545f-d067-4121-ba94-65d7e1de1ce6
4867,C007713,29,F,44449,Store Q,48888,Electronics,738.81,0,2e726245-080b-4c55-8ec3-6d1ef8268f4c
1765,C007714,21,F,23116,Store R,79034,Dining,373.9,0,cc2f8ff5-752c-40c8-9dd7-ef62d4bad0f0
1123,C007715,64,M,13706,Store S,15478,Electronics,540.29,0,48ad482d-8f18-4dd1-a30b-963b7a383022
3831,C007716,60,F,26147,Store T,15798,Gifts,5083.66,1,b9c12e10-a8d5-4640-8ace-41f5e6063a97
6701,C007717,44,M,30543,Store U,83633,Electronics,539.48,0,600e1053-07a7-4cb3-b340-4832b98a7fd2
2959,C007718,68,M,18895,Store V,59357,Travel,13856.02,1,aaf42690-2179-4e25-b756-927459faee69
9615,C007719,22,F,72058,Store W,91231,Clothing,876.04,0,d153f1dd-08c8-44f9-a8aa-d2aed4e6ed77
1541,C007720,23,F,32412,Store X,15380,Electronics,218.63,0,f2872843-705a-4e20-bea0-a94d2eb572bf
8715,C007721,30,F,43014,Store Y,93729,Groceries,826.89,0,8f412bf8-01d0-4845-83a0-88e0dc46db4b
5468,C007722,40,F,23251,Store Z,35475,Utilities,720.89,0,95d8ebe4-fa41-4498-a803-8ce00d4fdb7d
7054,C007723,59,F,15109,Store A,51707,Dining,669.37,0,2a8989e7-69d0-4da7-add1-530a92fac585
5671,C007724,73,F,34632,Store B,41986,Dining,400.44,0,ddfdd476-13b3-4173-9dbf-f242974bd9c9
1739,C007725,42,M,22151,Store C,23164,Dining,373.76,0,6f6f80ab-c267-4df2-9f35-09d7a273aa2b
4190,C007726,63,M,56165,Store D,37205,Utilities,706.23,0,c606f856-2765-49b8-a8c9-9f8fab4fff5d
2534,C007727,21,M,65276,Store E,56804,Electronics,990.32,0,3056518c-ca9f-4765-b437-d70437457e08
5270,C007728,69,F,16325,Store F,39008,Gifts,11080.31,1,90b74181-0caf-4450-a3ff-5e632229265b
8691,C007729,72,M,98227,Store G,52721,Clothing,919.41,0,c971d195-50fc-45f6-91af-9b095e47bbce
2419,C007730,49,M,85586,Store H,55836,Groceries,590.68,0,4690065b-083a-4138-aba5-d3bce7ced7dd
5077,C007731,61,M,11912,Store I,88102,Gifts,18022.48,1,c4ece7d2-7291-4647-909a-6ddcb1b5698c
485,C007732,32,M,46989,Store J,47696,Dining,225.02,0,ff7809e7-8b3e-487f-860e-008e702e250f
665,C007733,43,M,17374,Store K,69075,Groceries,764.61,0,196e9572-c0c1-4c54-9c27-083374da1fa1
3455,C007734,59,M,43034,Store L,31533,Electronics,836.59,0,7b961604-feeb-4518-9bd3-ebeffc330039
628,C007735,28,F,95402,Store M,63150,Clothing,833.85,0,50fd8635-7a4a-4393-bcc7-8095fbe0ff7b
9877,C007736,26,F,56678,Store N,15934,Dining,786.86,0,2c03c927-d9b5-46ff-ba71-8e941e1eac06
8924,C007737,28,F,60683,Store O,70303,Travel,9562.93,1,cd48eff1-f4bb-40cf-8c13-60a7c38d6693
4288,C007738,19,M,20198,Store P,92858,Electronics,526.73,0,6797d72c-b739-4dd5-96bc-e8ba5f36ec52
9437,C007739,62,F,80100,Store Q,97170,Clothing,306.71,0,13791a4c-61ad-4981-8f26-8aa1731db98b
5167,C007740,44,F,46996,Store R,55579,Dining,349.54,0,c1e739cb-f223-47cb-b332-b6ebd607f9bc
3875,C007741,71,M,70794,Store S,66847,Electronics,308.21,0,35112acc-5b33-4af2-afb6-db79b6b80318
9332,C007742,75,F,17155,Store T,49324,Groceries,291.38,0,a29b6e1c-58a1-40e2-b31f-e8ea8ed9e6d6
4541,C007743,43,M,57952,Store U,61316,Utilities,696.49,0,c226752d-094c-4fb1-be65-4308a3c18457
7477,C007744,25,F,68944,Store V,97188,Dining,653.76,0,9b22d4a1-0d92-469c-ac24-68a197550397
708,C007745,78,M,76246,Store W,98172,Clothing,212.22,0,429bc1d7-26c7-41d7-aa7d-00f35f5e0dee
8625,C007746,38,M,21388,Store X,62025,Clothing,694.6,0,0a3f6f76-9a11-43e0-a701-7cdb3190f2b0
8665,C007747,38,F,84178,Store Y,44218,Utilities,298.16,0,c2283047-7060-4c78-af53-f624e041c9e1
48,C007748,25,M,36457,Store Z,80641,Utilities,209.7,0,5220ad8a-f72b-4757-b986-dad3379ebacc
1915,C007749,18,F,28127,Store A,49820,Electronics,749.78,0,f03b2902-2a06-4f10-ac10-2d5c6a67aedd
1106,C007750,55,M,44091,Store B,62176,Utilities,369.24,0,4e571a7a-4c85-478f-b2af-25c703de5ebd
3181,C007751,75,F,21752,Store C,32528,Dining,573.66,0,23871431-794e-4269-b740-32585a31f583
8550,C007752,30,F,61832,Store D,61207,Utilities,208.12,0,07e74813-478d-40e8-a3aa-81c4a3502800
568,C007753,26,M,14237,Store E,12191,Jewelry,14205.41,1,b518da96-83d9-4d52-8a74-fb20861f1431
8672,C007754,45,F,13051,Store F,36254,Groceries,215.91,0,15726d6a-3ac1-4dc5-979c-6320b5c75d82
867,C007755,23,F,74346,Store G,57378,Utilities,175.21,0,b91b0f93-d9e5-42cf-b056-287120e508d3
1029,C007756,64,F,96584,Store H,99752,Groceries,392.66,0,3c676917-1f7d-4345-92c1-2bd71ae05097
1814,C007757,40,M,53311,Store I,53497,Clothing,792.16,0,ae141630-90e2-4ec9-b7b8-5323f1eabd10
3729,C007758,65,M,29088,Store J,63880,Gifts,7648.02,1,b0717a4e-7fb6-4aba-b748-23f6d3a249bf
5514,C007759,53,F,15675,Store K,96744,Travel,6755.4,1,02838237-b27b-46fd-bd00-d9d53f7e3a4a
3527,C007760,77,F,49555,Store L,71470,Utilities,41.33,0,30336354-41cf-4366-b5d8-781a121bc401
4804,C007761,75,M,12640,Store M,94931,Clothing,421.81,0,92ce0466-8ea3-4b13-af74-140eac8ab18d
6570,C007762,34,M,73328,Store N,34819,Groceries,289.2,0,fb16d38a-8218-46ef-8457-5878feb097ca
1051,C007763,26,F,22317,Store O,51099,Clothing,299.19,0,f6dc4b83-6683-4dae-b698-3c47f1d0e4a8
8319,C007764,29,M,54408,Store P,45216,Groceries,982.12,0,0e802b1f-0d5d-4365-b456-87eae3d09f84
6279,C007765,39,M,43462,Store Q,74469,Travel,7911.85,1,9afea062-d472-4590-ab4b-fe5c542e7488
1653,C007766,68,F,96173,Store R,55219,Groceries,463.84,0,7b4108cf-1b18-45ae-a862-4002c22d84fd
8200,C007767,69,M,85921,Store S,26487,Electronics,986.5,0,34460c50-d8e3-4d15-8095-bbaafccdca99
4709,C007768,75,M,67683,Store T,46815,Clothing,40.31,0,b6525fb5-f61c-43b0-9ef2-d360a8f42a6a
9477,C007769,29,M,25201,Store U,75598,Groceries,699.69,0,251e2b72-ab48-4df8-b16d-365652460073
5319,C007770,71,F,44536,Store V,44830,Electronics,377.37,0,ec72e27e-59f2-4eb0-bd28-3609bfe708a6
5860,C007771,23,M,34667,Store W,95485,Groceries,907.04,0,ec17bff5-33ff-4e7a-80dd-93380afba312
6616,C007772,61,F,75707,Store X,49352,Dining,912.82,0,7bd5519e-4ad2-4d9e-be18-4742f49e398b
8371,C007773,26,M,45517,Store Y,65820,Dining,393.34,0,94567d2c-2838-4d57-82bd-8c1b8959cb29
6594,C007774,69,M,45870,Store Z,63974,Clothing,229.25,0,fe543bd3-0550-4a31-9380-fdc5a4bdfa39
3596,C007775,54,F,47982,Store A,91383,Dining,433.72,0,d6cda7ec-cf0e-4397-bf01-7101472f35c3
4911,C007776,70,F,68332,Store B,90182,Gifts,19479.59,1,97848319-0de3-4be0-a2cc-9106d522b77b
3255,C007777,20,F,42844,Store C,22264,Utilities,288.58,0,c70bb55d-8784-49c0-811a-0cd420bd9ba5
4454,C007778,51,F,94118,Store D,14833,Travel,19719.77,1,66612c8a-46ad-43d3-a170-06eb3f6a7f2d
2424,C007779,25,M,14237,Store E,30030,Gifts,17290.87,1,e6353cc0-2ad4-4b25-8b36-3ad85b4dc733
8109,C007780,27,F,40465,Store F,89827,Utilities,274.78,0,f3eea05c-e439-4bb4-b12c-d49d7c2d060f
4798,C007781,64,F,16027,Store G,92049,Jewelry,16866.04,1,f641644e-4416-458c-8da2-4b58d6e5023f
6982,C007782,58,F,88777,Store H,91361,Gifts,5746.99,1,91f95882-56ea-4a85-9ad3-5ab65c6f2d3e
9943,C007783,59,M,20367,Store I,15290,Utilities,552.58,0,d5802e2c-4703-4463-bbbe-2fce5df45378
7938,C007784,60,M,37483,Store J,11819,Clothing,363.78,0,f28a97fc-a4df-47d9-9c09-fac41ed48b7e
6682,C007785,78,F,65007,Store K,80643,Groceries,432.67,0,49d69a59-7065-4725-bcff-22577b432715
4878,C007786,26,F,90567,Store L,22736,Jewelry,12092.82,1,c2059070-f2df-4db9-812c-eaf661a2a224
4178,C007787,31,F,73268,Store M,36783,Utilities,507.69,0,90c4771a-f470-45fb-ba42-ea0872d1cc0b
3430,C007788,54,F,81810,Store N,21480,Groceries,659.85,0,187d793c-7ff9-464e-9fc8-99d5174a2de2
185,C007789,44,M,72924,Store O,47551,Utilities,699.81,0,40421c8b-b798-4ddc-90a7-bb00611a980f
3134,C007790,58,F,88092,Store P,45663,Jewelry,19635.56,1,3f5334aa-a39c-47fb-a37c-9a4815c69df4
4979,C007791,49,M,62892,Store Q,28140,Jewelry,16441.68,1,0c19922a-71d9-49d7-b778-be1628369a50
8699,C007792,21,F,73034,Store R,94247,Electronics,690.92,0,30eccefb-f3bf-4289-b49b-ab6053ab06a7
6138,C007793,19,F,44395,Store S,29580,Clothing,398.53,0,e243962e-7404-4d66-91ab-c9a44c4e92ba
1933,C007794,68,M,36543,Store T,36793,Groceries,126.63,0,e4edaf01-beb0-41d3-b8da-c968172fa8f2
6175,C007795,50,F,87059,Store U,46421,Dining,68.2,0,9ab4b90e-ee8f-43bb-b377-8e08e0398c3d
5413,C007796,38,F,11074,Store V,58717,Luxury,12165.27,1,23f9d0b8-a474-43e7-9d80-8b10d2bae294
1197,C007797,18,F,95124,Store W,20619,Groceries,671.57,0,f0791caa-9e06-46c3-96fc-22b7389a6188
5248,C007798,61,F,23990,Store X,23147,Travel,14752.4,1,bb65379a-613f-4dfe-9a39-a302f23d76e6
4182,C007799,28,M,92948,Store Y,49022,Utilities,953.33,0,4ec1643a-551a-4943-8bbc-1e9fdf518f63
1339,C007800,18,F,92567,Store Z,79795,Jewelry,10736.45,1,08e51a7d-3fee-4d0f-a354-756f7f7ce7e7
6172,C007801,63,F,55793,Store A,38670,Utilities,631.51,0,5423ac34-ae4a-4a5a-8fc1-625d46dbd8b8
2621,C007802,76,M,90373,Store B,74127,Utilities,889.0,0,ebc1f1aa-2ab6-4884-b0aa-2f33d673a463
6547,C007803,28,F,48071,Store C,81873,Groceries,410.04,0,75cd0f0f-5032-4d7f-8a34-07ff88770f0e
8875,C007804,78,M,29546,Store D,18146,Luxury,12166.15,1,dab38e37-c4ae-4893-8404-f7178b7f1357
5932,C007805,24,F,56515,Store E,23787,Utilities,923.74,0,7af821ed-9206-4334-8fa3-03b865349240
1730,C007806,19,F,55875,Store F,57788,Jewelry,13253.63,1,4d8b9045-ec31-4283-8f2b-fb89dd73cc7d
9610,C007807,32,F,27286,Store G,69179,Clothing,801.61,0,0d3421d8-38e2-4c58-8fbe-5a92d29fc527
19,C007808,25,M,63219,Store H,41544,Travel,19034.36,1,c37c2d21-f4d3-444b-bda1-f3f91d963ec7
5972,C007809,71,M,19695,Store I,53028,Utilities,575.35,0,5acae262-f227-4279-9d29-5eea0efe46b7
465,C007810,69,F,47844,Store J,62022,Dining,118.1,0,750766c6-d1fc-471f-9a7b-5c21b1d8a501
8883,C007811,74,M,21054,Store K,35598,Gifts,17325.5,1,e047ff52-b853-4ca3-ac11-23abc1fb0dd4
9203,C007812,64,F,71822,Store L,70263,Utilities,819.6,0,3bf4db7a-0f5a-42dc-b378-4727106af68e
5311,C007813,43,M,12897,Store M,30354,Jewelry,6724.78,1,42a53345-eddc-43af-b948-ce119f60f453
8080,C007814,57,F,19537,Store N,36108,Clothing,552.64,0,a25976db-4938-4e66-81c5-18a8e434d172
4021,C007815,78,M,31946,Store O,98490,Utilities,492.21,0,e2e90f60-7dad-4d7f-9dc1-dffc727f57d5
163,C007816,59,F,67325,Store P,45720,Groceries,848.69,0,7820a225-6449-41a2-b524-6662239e25a9
9828,C007817,68,M,18681,Store Q,26727,Luxury,9119.42,1,5a4e35c5-3d36-4ada-8737-345a8a3d99eb
295,C007818,52,M,83387,Store R,85152,Utilities,432.01,0,883ce5cd-dafe-4367-9d3f-d68a41e205e0
8771,C007819,69,M,90121,Store S,23606,Luxury,14071.87,1,6e017d2c-564b-495c-bf6f-528c05dcabdd
7241,C007820,63,M,57038,Store T,85318,Utilities,522.07,0,d9c04be9-0d27-4dd3-95e4-45f850162728
6845,C007821,58,F,64833,Store U,40915,Dining,955.48,0,56965f06-076e-4dec-8b01-d08f534ce713
1586,C007822,58,F,58123,Store V,49804,Travel,19409.86,1,6348902a-7b22-4715-8609-b52c9bf6f56e
3381,C007823,38,M,40117,Store W,32316,Dining,90.76,0,44b58e7d-a4c1-4ae3-b09d-978243a72639
5428,C007824,77,F,81131,Store X,63403,Dining,304.87,0,3ab8e6f7-4c3c-4180-9d3e-8846d54b5e26
6813,C007825,74,M,33774,Store Y,16583,Groceries,17.46,0,a4626bde-d275-4860-bab7-cd97d54517d9
195,C007826,55,F,53691,Store Z,77684,Utilities,423.68,0,a5fd7c55-3564-497f-a646-b75b29667c68
9034,C007827,25,M,63143,Store A,81580,Dining,665.52,0,e6be96ec-847f-4609-bb13-732890f592d1
6344,C007828,60,F,85135,Store B,59899,Gifts,12069.27,1,8bc3af6a-036a-4689-adf7-86d74227c831
2932,C007829,49,F,81998,Store C,67843,Utilities,76.51,0,d80bb69d-d122-4ee1-9761-7ec04eb3f760
7042,C007830,25,M,23307,Store D,13356,Groceries,204.0,0,8ace2f36-2ad1-4dab-ab5c-0281c0ca162e
5700,C007831,61,M,49136,Store E,80724,Groceries,181.56,0,a014c0aa-3635-43f3-a9d9-d43bbfb6766f
8638,C007832,27,M,37531,Store F,75921,Clothing,516.02,0,6ff6ea88-6100-4791-9285-4817d00eb691
8272,C007833,80,M,52174,Store G,25811,Gifts,15165.2,1,2c455997-af70-4cc1-9a01-dbfd5da3d6b7
4841,C007834,40,M,46710,Store H,79769,Groceries,323.16,0,7b4b7705-4397-48ae-8d4e-ecc2aac376f5
7637,C007835,21,F,44568,Store I,38919,Gifts,6956.9,1,92a9ed23-32c9-4d9d-892e-6a832a0279c5
1861,C007836,65,M,24414,Store J,16246,Utilities,800.61,0,ef19dede-c79a-401d-86bd-1599db4b521b
5562,C007837,69,F,72294,Store K,77271,Electronics,859.78,0,c96d45bf-069a-4347-9ef4-6b07dcebfbbd
931,C007838,55,M,41723,Store L,28941,Electronics,283.72,0,5f8f3da4-11a9-4fa2-ae2d-0f3abc67bd2f
1935,C007839,47,F,20261,Store M,89222,Jewelry,11311.22,1,c97343d6-5b2e-4cd0-933b-2b64644ba2a7
4368,C007840,58,F,71987,Store N,47590,Groceries,91.11,0,1a64c62e-6dcf-4d3e-a530-1f1232e70784
2172,C007841,40,M,77913,Store O,24422,Utilities,235.42,0,2d8c2daa-87fa-466b-a465-2f8a3a893c9b
3295,C007842,22,M,61255,Store P,93425,Clothing,769.33,0,c1e258bb-0051-4e39-9037-c2be9c1bb49b
4748,C007843,38,F,11271,Store Q,79193,Clothing,371.55,0,78737a5d-2432-4d3a-b132-8e3c096bb6b9
4393,C007844,73,F,55316,Store R,86033,Utilities,608.65,0,10d9bd71-29f9-4c16-ab91-c971e00b41b7
5239,C007845,23,M,38419,Store S,26656,Utilities,946.72,0,f782cb86-9169-4204-8f45-6c1bc3a35418
2835,C007846,66,F,43202,Store T,70216,Gifts,15854.57,1,da3d1717-447c-46c3-80bd-cb8bce06a874
9847,C007847,34,F,29982,Store U,93526,Groceries,458.92,0,b1e380d6-0076-43e7-af1c-fe40101301d1
7117,C007848,42,F,79307,Store V,72034,Gifts,10503.2,1,1da5467a-3954-4483-981b-f4bce5405d03
2929,C007849,41,F,90409,Store W,45215,Dining,198.62,0,792a6bde-47aa-4966-93f1-b38e37b262cc
7426,C007850,39,F,51340,Store X,49264,Dining,758.58,0,24b4cdde-94e6-4519-9905-ed3a232d1aa2
5751,C007851,30,F,94070,Store Y,11324,Dining,121.3,0,c69f4437-af94-422c-9b96-f63654d23aad
6495,C007852,34,M,46892,Store Z,85785,Utilities,70.78,0,b9c19dfb-70db-4895-bc8a-6b2146607de6
1673,C007853,31,M,87653,Store A,30286,Gifts,6572.43,1,5f75264c-95ee-4ef7-9784-b8c927ab03e9
8191,C007854,51,M,15602,Store B,99130,Travel,8643.58,1,284287cc-55f0-4755-9468-7f09bc5c6544
7445,C007855,43,M,90957,Store C,29506,Clothing,630.85,0,468a5c6b-deea-49ae-b6e5-0f04160c2825
4351,C007856,36,F,15167,Store D,36730,Clothing,862.72,0,50e9fa2e-b25b-43f1-b3c7-4e57f0199b87
1288,C007857,43,M,81022,Store E,93649,Clothing,992.7,0,59417afd-1cfd-4628-b838-493f9142968b
6611,C007858,77,F,63201,Store F,63737,Gifts,15972.26,1,c60266a7-6e58-453e-b36f-74a2826e7b0b
9251,C007859,20,F,59698,Store G,71914,Electronics,154.52,0,32d3edba-3bec-4664-8655-952947e58393
8794,C007860,19,M,96342,Store H,63828,Utilities,284.93,0,8f998c4e-6e70-4acb-b2ed-88e46cd085d8
6884,C007861,45,M,75249,Store I,12894,Utilities,140.67,0,a49600d7-7b5d-4ea2-91c4-e46ec49a3289
5188,C007862,19,F,73753,Store J,37939,Electronics,124.4,0,92045f2a-67e0-4a72-b94a-8c4138157b0f
131,C007863,39,M,85479,Store K,69184,Dining,572.06,0,c698cc3d-fc48-46fb-b882-fc1e011d816e
8045,C007864,24,M,80360,Store L,58896,Groceries,907.66,0,180bc1a4-3659-4b64-97d4-09d811ae0933
8303,C007865,21,F,74687,Store M,57563,Utilities,687.48,0,c7f0c3a5-3af6-4f1b-b7dc-4ca9996574fe
2735,C007866,66,F,45883,Store N,44729,Utilities,802.64,0,62a5dc47-c44b-4a1b-8358-e6149d35a9aa
9023,C007867,55,F,10218,Store O,88152,Travel,12621.45,1,b37e67de-92d0-4657-b919-9eb2c93179c3
8858,C007868,56,F,42893,Store P,41928,Utilities,480.57,0,c98334ed-b225-4f47-8a79-02af984a59a4
1067,C007869,37,F,23169,Store Q,94595,Utilities,938.11,0,a0bd3d9b-03d0-4e00-808a-89cb8adfc3e9
4971,C007870,23,F,56458,Store R,28323,Dining,724.74,0,7e75f4a3-69c3-43e5-8380-251a8d75ae6a
3789,C007871,26,M,55374,Store S,59165,Electronics,464.75,0,46dd677e-54bc-4247-80c6-a7d82d245401
1318,C007872,69,M,68672,Store T,57993,Utilities,339.26,0,350abb7b-48f8-4b31-b74c-ff67468cab9b
285,C007873,77,M,84951,Store U,67314,Clothing,102.2,0,d0f5044a-c945-42e0-8898-553eb61ec7dd
6967,C007874,48,F,14180,Store V,37189,Electronics,822.77,0,0fad20a6-6a69-4c92-a8fd-944a1c2bb540
7795,C007875,79,F,47928,Store W,24640,Dining,177.63,0,d422e63c-fbdb-456b-ac8f-e5b120ac571c
4115,C007876,43,M,94690,Store X,80106,Gifts,12725.24,1,48f8618e-b9a2-4dbb-b17d-e10ce1bcc2ac
48,C007877,53,M,19766,Store Y,45714,Groceries,640.91,0,32a966bc-dab1-4637-8779-8dfd7bfabc4b
9961,C007878,43,M,40058,Store Z,45950,Utilities,746.64,0,dc796a6e-ba67-4717-b6d0-708b11980ddb
6139,C007879,45,F,11942,Store A,49332,Gifts,6250.15,1,61285c23-ca13-4343-9572-abe5fed6992a
4862,C007880,22,M,21532,Store B,96426,Clothing,20.58,0,60607b87-c60a-43dd-9eca-b1a969bf6913
3260,C007881,68,M,96377,Store C,30462,Luxury,15590.13,1,a25988dc-29c2-45dd-8b7b-36a16cd212c1
7843,C007882,27,M,53374,Store D,44675,Electronics,459.85,0,765ff76c-10af-4c6b-bd44-b6898a7f465b
3416,C007883,35,F,76790,Store E,46759,Dining,189.32,0,954f78a6-466c-47e6-92b1-db67946421a9
6451,C007884,32,M,43755,Store F,63928,Utilities,982.21,0,6a7e8aaf-699b-463f-8832-68fd61865bd4
8760,C007885,74,M,69192,Store G,45431,Utilities,793.44,0,05043ed1-a080-492e-a248-52a41a5713aa
6165,C007886,78,F,90459,Store H,18127,Utilities,582.73,0,6acfadcd-d001-43d4-9800-f694c32f9557
7788,C007887,50,F,99875,Store I,74010,Jewelry,15531.61,1,9e1c3513-33f2-458d-a6dd-01ff44c1cf11
4066,C007888,22,F,57592,Store J,26712,Clothing,163.47,0,dc52f031-3a97-4cd2-b05d-6ad6ef834b53
82,C007889,54,F,23118,Store K,73501,Travel,19433.38,1,c237b915-020d-4481-afcf-6603032d361c
3006,C007890,57,F,74610,Store L,22462,Luxury,19945.51,1,376a4f52-b546-460c-9030-db25d14700eb
